starttime	seconds	ctime	dtime	ttime	wait
Sat Dec 24 11:59:42 2022	1671883182	0	317	317	317
Sat Dec 24 11:59:44 2022	1671883184	0	317	318	317
Sat Dec 24 11:59:46 2022	1671883186	0	317	318	317
Sat Dec 24 11:59:46 2022	1671883186	0	317	318	317
Sat Dec 24 11:59:41 2022	1671883181	0	318	318	317
Sat Dec 24 11:59:41 2022	1671883181	1	317	318	302
Sat Dec 24 11:59:45 2022	1671883185	0	318	318	317
Sat Dec 24 11:59:44 2022	1671883184	0	318	318	317
Sat Dec 24 11:59:44 2022	1671883184	0	318	318	317
Sat Dec 24 11:59:42 2022	1671883182	0	318	318	317
Sat Dec 24 11:59:46 2022	1671883186	0	318	318	317
Sat Dec 24 11:59:43 2022	1671883183	0	318	318	318
Sat Dec 24 11:59:45 2022	1671883185	0	318	318	318
Sat Dec 24 11:59:46 2022	1671883186	0	318	318	318
Sat Dec 24 11:59:46 2022	1671883186	0	318	319	318
Sat Dec 24 11:59:45 2022	1671883185	0	319	319	318
Sat Dec 24 11:59:46 2022	1671883186	0	319	319	316
Sat Dec 24 11:59:44 2022	1671883184	0	319	319	287
Sat Dec 24 11:59:46 2022	1671883186	0	319	319	318
Sat Dec 24 11:59:45 2022	1671883185	0	319	319	319
Sat Dec 24 11:59:42 2022	1671883182	0	320	320	319
Sat Dec 24 11:59:45 2022	1671883185	0	320	320	319
Sat Dec 24 11:59:46 2022	1671883186	0	320	320	319
Sat Dec 24 11:59:45 2022	1671883185	0	320	320	319
Sat Dec 24 11:59:45 2022	1671883185	0	320	320	319
Sat Dec 24 11:59:45 2022	1671883185	0	320	320	320
Sat Dec 24 11:59:45 2022	1671883185	0	320	320	320
Sat Dec 24 11:59:41 2022	1671883181	0	320	321	320
Sat Dec 24 11:59:45 2022	1671883185	0	321	321	320
Sat Dec 24 11:59:41 2022	1671883181	2	319	321	319
Sat Dec 24 11:59:41 2022	1671883181	1	319	321	319
Sat Dec 24 11:59:46 2022	1671883186	0	321	321	320
Sat Dec 24 11:59:44 2022	1671883184	0	321	321	320
Sat Dec 24 11:59:45 2022	1671883185	0	321	321	320
Sat Dec 24 11:59:42 2022	1671883182	0	321	321	321
Sat Dec 24 11:59:46 2022	1671883186	0	321	321	320
Sat Dec 24 11:59:41 2022	1671883181	1	321	322	320
Sat Dec 24 11:59:45 2022	1671883185	0	322	322	321
Sat Dec 24 11:59:44 2022	1671883184	0	322	322	320
Sat Dec 24 11:59:44 2022	1671883184	0	322	322	321
Sat Dec 24 11:59:41 2022	1671883181	0	322	322	321
Sat Dec 24 11:59:41 2022	1671883181	0	322	322	321
Sat Dec 24 11:59:45 2022	1671883185	0	322	322	321
Sat Dec 24 11:59:45 2022	1671883185	0	322	322	320
Sat Dec 24 11:59:45 2022	1671883185	0	323	323	322
Sat Dec 24 11:59:43 2022	1671883183	0	323	323	322
Sat Dec 24 11:59:41 2022	1671883181	1	322	323	322
Sat Dec 24 11:59:44 2022	1671883184	0	323	324	323
Sat Dec 24 11:59:41 2022	1671883181	2	322	324	322
Sat Dec 24 11:59:41 2022	1671883181	0	324	324	323
Sat Dec 24 11:59:45 2022	1671883185	0	324	324	323
Sat Dec 24 11:59:44 2022	1671883184	0	324	324	322
Sat Dec 24 11:59:44 2022	1671883184	0	324	324	323
Sat Dec 24 11:59:42 2022	1671883182	0	324	324	245
Sat Dec 24 11:59:46 2022	1671883186	0	324	324	323
Sat Dec 24 11:59:41 2022	1671883181	1	323	324	304
Sat Dec 24 11:59:45 2022	1671883185	0	325	325	324
Sat Dec 24 11:59:42 2022	1671883182	0	325	325	325
Sat Dec 24 11:59:46 2022	1671883186	0	325	325	325
Sat Dec 24 11:59:46 2022	1671883186	0	325	325	325
Sat Dec 24 11:59:43 2022	1671883183	0	325	325	325
Sat Dec 24 11:59:44 2022	1671883184	0	325	326	324
Sat Dec 24 11:59:41 2022	1671883181	0	326	326	325
Sat Dec 24 11:59:41 2022	1671883181	0	326	326	325
Sat Dec 24 11:59:41 2022	1671883181	1	325	326	324
Sat Dec 24 11:59:41 2022	1671883181	0	326	326	325
Sat Dec 24 11:59:45 2022	1671883185	0	326	326	326
Sat Dec 24 11:59:42 2022	1671883182	0	326	326	326
Sat Dec 24 11:59:41 2022	1671883181	0	327	327	325
Sat Dec 24 11:59:41 2022	1671883181	1	326	327	326
Sat Dec 24 11:59:46 2022	1671883186	0	327	327	327
Sat Dec 24 11:59:45 2022	1671883185	0	327	327	327
Sat Dec 24 11:59:45 2022	1671883185	0	327	327	327
Sat Dec 24 11:59:43 2022	1671883183	0	327	327	327
Sat Dec 24 11:59:46 2022	1671883186	0	328	328	324
Sat Dec 24 11:59:44 2022	1671883184	0	328	328	327
Sat Dec 24 11:59:44 2022	1671883184	0	328	328	327
Sat Dec 24 11:59:46 2022	1671883186	0	328	328	328
Sat Dec 24 11:59:44 2022	1671883184	0	328	328	327
Sat Dec 24 11:59:44 2022	1671883184	0	328	328	328
Sat Dec 24 11:59:46 2022	1671883186	0	328	328	328
Sat Dec 24 11:59:45 2022	1671883185	0	328	328	328
Sat Dec 24 11:59:45 2022	1671883185	0	328	328	326
Sat Dec 24 11:59:41 2022	1671883181	0	328	328	327
Sat Dec 24 11:59:45 2022	1671883185	0	328	329	326
Sat Dec 24 11:59:44 2022	1671883184	0	329	329	321
Sat Dec 24 11:59:44 2022	1671883184	0	329	329	328
Sat Dec 24 11:59:44 2022	1671883184	0	329	330	329
Sat Dec 24 11:59:41 2022	1671883181	0	329	330	329
Sat Dec 24 11:59:41 2022	1671883181	1	328	330	328
Sat Dec 24 11:59:45 2022	1671883185	0	330	330	329
Sat Dec 24 11:59:46 2022	1671883186	0	330	330	330
Sat Dec 24 11:59:45 2022	1671883185	0	330	330	330
Sat Dec 24 11:59:44 2022	1671883184	0	330	330	330
Sat Dec 24 11:59:41 2022	1671883181	2	329	330	328
Sat Dec 24 11:59:41 2022	1671883181	0	331	331	330
Sat Dec 24 11:59:45 2022	1671883185	0	331	331	327
Sat Dec 24 11:59:45 2022	1671883185	0	331	331	327
Sat Dec 24 11:59:41 2022	1671883181	0	331	331	330
Sat Dec 24 11:59:46 2022	1671883186	0	331	331	330
Sat Dec 24 11:59:45 2022	1671883185	0	331	331	324
Sat Dec 24 11:59:46 2022	1671883186	0	331	331	331
Sat Dec 24 11:59:45 2022	1671883185	0	331	331	328
Sat Dec 24 11:59:42 2022	1671883182	0	332	332	331
Sat Dec 24 11:59:45 2022	1671883185	0	332	332	330
Sat Dec 24 11:59:41 2022	1671883181	0	332	332	331
Sat Dec 24 11:59:41 2022	1671883181	0	332	332	331
Sat Dec 24 11:59:43 2022	1671883183	0	332	332	332
Sat Dec 24 11:59:44 2022	1671883184	0	332	332	332
Sat Dec 24 11:59:46 2022	1671883186	0	332	332	332
Sat Dec 24 11:59:46 2022	1671883186	0	332	333	332
Sat Dec 24 11:59:46 2022	1671883186	0	333	333	332
Sat Dec 24 11:59:46 2022	1671883186	0	333	333	332
Sat Dec 24 11:59:44 2022	1671883184	0	333	333	333
Sat Dec 24 11:59:46 2022	1671883186	0	333	333	333
Sat Dec 24 11:59:45 2022	1671883185	0	333	333	331
Sat Dec 24 11:59:43 2022	1671883183	0	334	334	333
Sat Dec 24 11:59:45 2022	1671883185	0	334	334	333
Sat Dec 24 11:59:44 2022	1671883184	0	334	334	331
Sat Dec 24 11:59:45 2022	1671883185	0	334	334	334
Sat Dec 24 11:59:46 2022	1671883186	0	334	335	334
Sat Dec 24 11:59:44 2022	1671883184	0	335	335	333
Sat Dec 24 11:59:46 2022	1671883186	0	335	335	334
Sat Dec 24 11:59:44 2022	1671883184	0	335	335	335
Sat Dec 24 11:59:46 2022	1671883186	0	335	335	335
Sat Dec 24 11:59:45 2022	1671883185	0	336	336	298
Sat Dec 24 11:59:46 2022	1671883186	0	336	336	335
Sat Dec 24 11:59:45 2022	1671883185	0	336	336	335
Sat Dec 24 11:59:46 2022	1671883186	0	336	336	336
Sat Dec 24 11:59:45 2022	1671883185	0	336	336	333
Sat Dec 24 11:59:44 2022	1671883184	0	336	336	335
Sat Dec 24 11:59:46 2022	1671883186	0	336	336	336
Sat Dec 24 11:59:46 2022	1671883186	0	337	337	336
Sat Dec 24 11:59:45 2022	1671883185	0	337	337	336
Sat Dec 24 11:59:46 2022	1671883186	0	337	337	336
Sat Dec 24 11:59:46 2022	1671883186	0	337	337	336
Sat Dec 24 11:59:41 2022	1671883181	1	337	338	336
Sat Dec 24 11:59:43 2022	1671883183	0	338	338	337
Sat Dec 24 11:59:45 2022	1671883185	0	338	338	337
Sat Dec 24 11:59:45 2022	1671883185	0	338	338	338
Sat Dec 24 11:59:44 2022	1671883184	0	338	338	337
Sat Dec 24 11:59:44 2022	1671883184	0	338	338	338
Sat Dec 24 11:59:46 2022	1671883186	0	338	338	338
Sat Dec 24 11:59:46 2022	1671883186	0	338	338	338
Sat Dec 24 11:59:44 2022	1671883184	0	339	339	338
Sat Dec 24 11:59:46 2022	1671883186	0	339	339	336
Sat Dec 24 11:59:46 2022	1671883186	0	339	339	339
Sat Dec 24 11:59:46 2022	1671883186	0	340	340	339
Sat Dec 24 11:59:46 2022	1671883186	0	340	340	339
Sat Dec 24 11:59:42 2022	1671883182	0	340	340	339
Sat Dec 24 11:59:45 2022	1671883185	0	340	340	338
Sat Dec 24 11:59:45 2022	1671883185	0	340	340	338
Sat Dec 24 11:59:44 2022	1671883184	0	340	340	332
Sat Dec 24 11:59:41 2022	1671883181	1	339	341	339
Sat Dec 24 11:59:44 2022	1671883184	0	341	341	339
Sat Dec 24 11:59:46 2022	1671883186	0	341	341	341
Sat Dec 24 11:59:45 2022	1671883185	0	341	341	341
Sat Dec 24 11:59:45 2022	1671883185	0	341	341	341
Sat Dec 24 11:59:44 2022	1671883184	0	341	341	341
Sat Dec 24 11:59:45 2022	1671883185	0	342	342	342
Sat Dec 24 11:59:46 2022	1671883186	0	342	342	342
Sat Dec 24 11:59:45 2022	1671883185	0	342	342	342
Sat Dec 24 11:59:44 2022	1671883184	0	343	343	342
Sat Dec 24 11:59:46 2022	1671883186	0	343	343	342
Sat Dec 24 11:59:46 2022	1671883186	0	343	343	342
Sat Dec 24 11:59:41 2022	1671883181	0	343	343	343
Sat Dec 24 11:59:45 2022	1671883185	0	343	343	343
Sat Dec 24 11:59:46 2022	1671883186	0	344	344	342
Sat Dec 24 11:59:46 2022	1671883186	0	344	344	343
Sat Dec 24 11:59:43 2022	1671883183	0	344	344	343
Sat Dec 24 11:59:46 2022	1671883186	0	344	344	343
Sat Dec 24 11:59:41 2022	1671883181	0	344	344	343
Sat Dec 24 11:59:45 2022	1671883185	0	345	345	344
Sat Dec 24 11:59:46 2022	1671883186	0	345	345	344
Sat Dec 24 11:59:44 2022	1671883184	0	345	345	344
Sat Dec 24 11:59:42 2022	1671883182	0	346	346	345
Sat Dec 24 11:59:44 2022	1671883184	0	346	346	345
Sat Dec 24 11:59:46 2022	1671883186	0	346	346	345
Sat Dec 24 11:59:46 2022	1671883186	0	346	346	346
Sat Dec 24 11:59:46 2022	1671883186	0	346	346	346
Sat Dec 24 11:59:44 2022	1671883184	0	346	346	346
Sat Dec 24 11:59:46 2022	1671883186	0	347	347	346
Sat Dec 24 11:59:45 2022	1671883185	0	348	348	347
Sat Dec 24 11:59:41 2022	1671883181	0	348	348	348
Sat Dec 24 11:59:42 2022	1671883182	0	348	348	347
Sat Dec 24 11:59:45 2022	1671883185	0	348	348	348
Sat Dec 24 11:59:45 2022	1671883185	0	348	348	347
Sat Dec 24 11:59:46 2022	1671883186	0	349	349	348
Sat Dec 24 11:59:45 2022	1671883185	0	350	350	349
Sat Dec 24 11:59:45 2022	1671883185	0	350	350	349
Sat Dec 24 11:59:44 2022	1671883184	0	351	351	350
Sat Dec 24 11:59:44 2022	1671883184	0	352	352	352
Sat Dec 24 11:59:42 2022	1671883182	0	352	352	352
Sat Dec 24 11:59:44 2022	1671883184	0	352	352	352
Sat Dec 24 11:59:46 2022	1671883186	0	352	353	350
Sat Dec 24 11:59:46 2022	1671883186	0	353	353	352
Sat Dec 24 11:59:45 2022	1671883185	0	353	353	353
Sat Dec 24 11:59:46 2022	1671883186	0	353	353	353
Sat Dec 24 11:59:46 2022	1671883186	0	353	353	353
Sat Dec 24 11:59:45 2022	1671883185	0	354	354	353
Sat Dec 24 11:59:46 2022	1671883186	0	354	354	354
Sat Dec 24 11:59:44 2022	1671883184	0	354	354	343
Sat Dec 24 11:59:46 2022	1671883186	0	354	355	354
Sat Dec 24 11:59:44 2022	1671883184	0	355	355	355
Sat Dec 24 11:59:44 2022	1671883184	0	356	356	356
Sat Dec 24 11:59:45 2022	1671883185	0	357	357	355
Sat Dec 24 11:59:44 2022	1671883184	0	357	358	354
Sat Dec 24 11:59:45 2022	1671883185	0	359	359	356
Sat Dec 24 11:59:46 2022	1671883186	0	359	359	359
Sat Dec 24 11:59:46 2022	1671883186	0	359	360	359
Sat Dec 24 11:59:44 2022	1671883184	0	360	360	360
Sat Dec 24 11:59:45 2022	1671883185	0	361	361	360
Sat Dec 24 11:59:41 2022	1671883181	0	361	361	360
Sat Dec 24 11:59:45 2022	1671883185	0	361	361	361
Sat Dec 24 11:59:45 2022	1671883185	0	361	361	361
Sat Dec 24 11:59:43 2022	1671883183	0	363	363	362
Sat Dec 24 11:59:46 2022	1671883186	0	363	363	363
Sat Dec 24 11:59:41 2022	1671883181	0	364	364	364
Sat Dec 24 11:59:46 2022	1671883186	0	365	365	364
Sat Dec 24 11:59:43 2022	1671883183	0	366	366	365
Sat Dec 24 11:59:44 2022	1671883184	0	366	367	366
Sat Dec 24 11:59:46 2022	1671883186	0	367	367	366
Sat Dec 24 11:59:46 2022	1671883186	0	367	367	367
Sat Dec 24 11:59:46 2022	1671883186	0	369	369	368
Sat Dec 24 11:59:46 2022	1671883186	0	370	370	369
Sat Dec 24 11:59:44 2022	1671883184	0	370	370	339
Sat Dec 24 11:59:43 2022	1671883183	0	370	370	370
Sat Dec 24 11:59:45 2022	1671883185	0	370	370	370
Sat Dec 24 11:59:46 2022	1671883186	0	370	370	370
Sat Dec 24 11:59:43 2022	1671883183	0	371	371	370
Sat Dec 24 11:59:45 2022	1671883185	0	371	371	371
Sat Dec 24 11:59:46 2022	1671883186	0	372	372	365
Sat Dec 24 11:59:43 2022	1671883183	0	374	374	373
Sat Dec 24 11:59:44 2022	1671883184	0	375	376	371
Sat Dec 24 11:59:45 2022	1671883185	0	376	376	340
Sat Dec 24 11:59:45 2022	1671883185	0	377	377	377
Sat Dec 24 11:59:46 2022	1671883186	0	377	377	377
Sat Dec 24 11:59:45 2022	1671883185	0	379	379	300
Sat Dec 24 11:59:45 2022	1671883185	0	380	380	343
Sat Dec 24 11:59:41 2022	1671883181	0	381	381	380
Sat Dec 24 11:59:44 2022	1671883184	0	381	381	381
Sat Dec 24 11:59:45 2022	1671883185	0	382	382	381
Sat Dec 24 11:59:46 2022	1671883186	0	385	385	384
Sat Dec 24 11:59:44 2022	1671883184	0	385	385	384
Sat Dec 24 11:59:45 2022	1671883185	0	389	389	389
Sat Dec 24 11:59:46 2022	1671883186	0	392	392	391
Sat Dec 24 11:59:46 2022	1671883186	0	393	393	392
Sat Dec 24 11:59:44 2022	1671883184	0	393	394	385
Sat Dec 24 11:59:44 2022	1671883184	0	394	394	393
Sat Dec 24 11:59:44 2022	1671883184	0	394	394	384
Sat Dec 24 11:59:46 2022	1671883186	0	396	396	382
Sat Dec 24 11:59:44 2022	1671883184	0	396	396	393
Sat Dec 24 11:59:45 2022	1671883185	0	396	396	396
Sat Dec 24 11:59:44 2022	1671883184	0	396	396	391
Sat Dec 24 11:59:44 2022	1671883184	0	397	397	396
Sat Dec 24 11:59:45 2022	1671883185	0	401	401	400
Sat Dec 24 11:59:46 2022	1671883186	1	401	402	394
Sat Dec 24 11:59:46 2022	1671883186	0	404	404	403
Sat Dec 24 11:59:45 2022	1671883185	0	409	409	408
Sat Dec 24 11:59:46 2022	1671883186	0	410	410	409
Sat Dec 24 11:59:44 2022	1671883184	0	412	412	400
Sat Dec 24 11:59:44 2022	1671883184	0	414	414	413
Sat Dec 24 11:59:46 2022	1671883186	0	416	416	415
Sat Dec 24 11:59:46 2022	1671883186	0	420	420	419
Sat Dec 24 11:59:44 2022	1671883184	0	420	420	418
Sat Dec 24 11:59:46 2022	1671883186	0	429	429	429
Sat Dec 24 11:59:46 2022	1671883186	0	432	432	431
Sat Dec 24 11:59:45 2022	1671883185	0	438	438	437
Sat Dec 24 11:59:44 2022	1671883184	0	441	441	438
Sat Dec 24 11:59:44 2022	1671883184	0	442	442	442
Sat Dec 24 11:59:46 2022	1671883186	0	442	442	442
Sat Dec 24 11:59:46 2022	1671883186	0	442	442	442
Sat Dec 24 11:59:44 2022	1671883184	0	451	451	450
Sat Dec 24 11:59:46 2022	1671883186	0	453	453	452
Sat Dec 24 11:59:44 2022	1671883184	0	484	484	481
